book_id;book_title;review_id;review_score;review_text;review_title;review_user;timestamp
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R2O6QGFQ84EA4J;1;I read this book with an open mind but it is probably the worst True Crime book I have ever read.The book began interestingly enough and I thought I would really like it.  Then, the writing became disjointed, and in the second half of the book, the writing was largely undertaken by the author's colleagues and family members after her untimely passing.  As a result, the second half of the book was boring and tedious.The author never gets to see the Golden State Killer apprehended by justice, which does happen after the author has passed.  Unfortunately, I can see no link between the author's theories and what actually transpired.The book should have included an Afterword where the details of the killer's arrest are revealed.  Instead, we get a letter written by the author to the still at-large killer questioning his humanity and scolding him for being a coward.  Really?  That's it?;Ultimately disappointing!;Amazon Customer;1557197670
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R2CVYIOYOWS4WO;5;Great book.;Five Stars;Kimberly A. Markunas;1556862883
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;RPFXT9LCZHMKS;5;"I am a true crime junkie, and I've often felt guilty for my obsession with this morbid genre. Michelle McNamara brings the humanity, the normalcy, I was craving in these stories. As a fellow \regular person\"" (not LE) desperate to understand and feel resolved, I identified with her every word.""";I couldn't read fast enough...;Eric Batis;1557297605
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R3RKOXQQT2FXF1;4;This book is filled with a lot of details and shifts around constantly among various crimes, years and locations. Therefore, it is sometimes hard to follow. That being said, it chronicles the history of a madman  (who was just recently apprehended).Not as easy to follow as Ann Rule's books, but very interesting nonetheless.;A chilling tale of real horror;Kathy;1557353915
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R3SAO2Q8J1OD8I;4;"Best parts were written by Michelle McNamara; weaker in parts filled in from her notes and interviews.  Still very good read.";Best parts were written by Michelle McNamara;Janice Foley;1556574998
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;RL1QOX78BI5T5;5;As if she was looking into a crystal ball, truly amazing!;This is truly amazing!;Bob RICHARDS;1557331732
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R3VJAQ29MAGJUT;5;Though a bit disjointed at times, I enjoyed knowing the authors work paid off having read this within a week of the GSK’s capture. When it comes down to it, real life is always more interesting than fiction. And Michelle tells a great story.;Great, emotional read;Visionheart;1556828473
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R3HUHI2CRSRSM6;4;Michelle McNamara was obsessed with EAR-ONS. Why? Had to be more than her brush with death at 14 when a neighbor was murdered. I wish she had lived to see DeAngelo caught.;Obsessed!;Holly Weston;1556849330
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R3M9YQQXVILP6P;5;Obviously the story is riveting and the recent news only amplifies it but the way Michelle has chosen to write this story makes this book a must read.;As wonderful as everyone says!;Ash;1556803604
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R1VCW7LNC782YW;5;Michelle was one of the best writers of our generation. This book is exactly what the title implies, a story about her obsession with this particular case. Her personal revelations and here heartfelt representation of the real humans affected by this monster draw us all into a vortex.;Really well done;Amazon Customer;1556578893
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R2GM5JKMPS75TC;5;"I listened to the audio book because I have a long commute and could not put it down, I would find any down minute I was continuing to listen, it was so good.  I was fascinated about the writer's obsession in her selfless quest to help find this guy, at the expense of her family that she loved very much, and ultimately her life. I cannot help but think it was her obsession that led to her overdose, mixing prescriptions that she should not have mixed coupled with an undiagnosed heart problem, etc.  The book reads more like a memoir, you either like that or don't. I rather liked it because I feel like the reader is able to get a sense of the person she was.  I enjoyed little glimpses into her personal life because it helps explain her obsession and I got the feeling repeatedly she would be the kind of person I would pick as a friend. I enjoyed her writing style immensely.  I have read a lot of reviews complaining she jumps around and there is not a real timeline and that she had a lot of information on some cases but not on others.  When reading this book you should probably keep in mind the following: She passed away before the killer was caught and before her book was completed; this book probably followed the timeline of her investigation --not crimes; as far as how much information she had on each, I assume it depended on the information she was given or was available.  You have to remember she was a writer working on a huge unsolved cold case with only cooperating law enforcement, many of the original of which had retired, etc.  Regardless, I really enjoyed the book, it was fascinating and well written.  I wish she could have seen the day this guy was arrested, it really breaks my heart she didn't.";Fascinating true crime meets memoir. I loved it.;Mandy B.L.;1556581662
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R3DWARRPOI8I4P;2;It is very sad that this author died before finishing her book, and I think she was a really great writer.  The first several chapters were very good.  But then the quality tapers off sharply.  One chapter is simply a transcript of a rambling conversation.  Several chapters were written by others after the author's death and they consist largely of a recitation of facts, without the really insightful and empathetic style of the original author.  It's terrible that she died, but this is not a good book.;Disjointed and Incomplete;Sharon A. Jones;1557360537
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R2SRN145KLP1V4;4;The research.  And that, after I had bought and read the book, the suspected GSK was arrested.  Sad that the author/amateur sleuth did not live to see the arrest.;Sad that the author/amateur sleuth did not live to see ...;Dairmuid Short;1556805828
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R1QS4Y63R87SID;4;"For more than 10 years, Michele McNamara, true crime journalist, was obsessed with The Golden State Killer, who committed 50 rapes in Northern California  and 10 murders in Southern California.Although many of the crimes were committed in the 1970s and 1980s, they weren't connected until 2001 when DNA technology confirmed that the Visalia ransacker and the East Area Rapist (EAR) were one and the same.McNamara details many of the crimes.  She was obsessed with trying to identify the killer.  There were many dead ends and false suspects.  No detail was too small for McNamara to analyze.  Were there clues the investigators had overlooked?  Was there a connection no one had noticed?McNamara was driven by \an intense curiosity, a compulsion to solve a puzzle and resolve the bone-chilling blank spots.\""McNamara died unexpectedly on April 21, 2016.  At the time, she had 3,500 computer files and 37 boxes of files from the Orange County prosecutor on the case.She seemed to be close to resolving the identity of The Golden State Killer.  Two years after her death, California authorities arrested a suspect thought to be The Golden State Killer.  Although McNamara's fans credited her work for the arrest, the Sacramento County Sheriff said the book played no role in the arrest.Readers interested in true crime will definitely find the book enthralling.  It's easy to see how the online amateur sleuths community is growing.""";A compulsion to solve a dark puzzle;Barry Sparks;1556917594
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R1VESJAA5ZATPA;5;I picked this up after hearing of the arrest of the Golden State Killer on the news, expecting to read some background information about the case. What I read instead is one of the most engaging, interesting and heartbreaking accounts of terror sustained by one man. The world lost a true writing artist when Ms. McNamara died, but she left behind a masterpiece of the genre.;An Amazingly Told, Chilling True Crime Story;Patrick Cleary;1557294640
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;RTI5W3I2RIXPZ;5;I was following the stories on golden state killer when he got caught ordered this book! Great read and lots of information and easy to follow especially having watched the series I recommend to anyone interested in knowing more details! Very interesting.;Great read and lots of information and easy to follow ...;Amazon Customer;1556600137
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;RF33CXESGS5BA;3;It was difficult to follow the book since it was partially written after the author's death & pieced together.  During the tine of the first string of attacks,  I was living in the northeast area of Sacramento where most of the rapes took place.  It was very frightening & we never could understand why this rapist was never caught.  The book did help to explain some of the questions many of us had & why it was not revealed to the  public.;It was difficult to follow the book since it was ...;jill kimmel;1557203391
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R3E4URYVI78LTF;5;"My queen, Gillian Flynn, starts this book with a Midwestern twang and down-to-earth introduction; Patton Oswalt ends with a heart-rending final chapter and I was spellbound the entire time by Michelle McNamara's non-fiction novel.A mind-blowing mountain of evidence to sift through and present in one novel only slightly frightened Michelle McNamara. What truly frightened her and kept her awake at night was the fact that the Golden State Killer has gotten away with his 10 year reign of terror and is possibly blending into society as someone's husband or dad now.Yes, McNamara was obsessed with her search for the monster. If you read even a small item about this killer/rapist, I doubt you can remain content to leave it at that. It is impossibly frustrating in this day of DNA instant matching that the creep could still be walking the streets. She rightfully felt until the day she died that she was on the verge of identifying the killer, probably through an Ancestry.com like site.A true-crime blogger, McNamara knew she was obsessed with GSK and does not hold back the introspective criticism. She knows herself and she understands people on a level that most of us don't. The seasoned and weary criminalists on the case came to appreciate, even rely on her skills. She, in turn, relied heavily on crowd-sourcing and advanced technology to help in the relentless search.She writes impressively about the victims, the survivors and the detectives involved. She articulates the many (50) cases in bite-sized chunks and does not glorify nor hold back the details. It is a terrifying book, yet full of compassion and understanding for the victims.My mouth continually fell open and my head was shaking NO as I listened to this moving account from one woman with an enormous investigation to relate to the public. It is simply a magnificent piece of work. The audio narration is AMAZING, but I still ended up buying the Kindle version to look at the maps and other evidence she has pictured.";IF YOU ARE EVEN SLIGHTLY INTO TRUE CRIME, DO NOT MISS THIS BOOK;JEWELS (BOOKS BEJEWELED);1556602183
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R1X1EVDERSXKIO;5;Great writing, I wish she was still here, her writing is very fresh and open. A great read. I am wondering now, with the Golden State Killer caught, how her thoughts will ring true. Only time will tell.Get the book if you want to understand what the Golden State Killer was like back in the day. He is a waste of air.... Brutal, no mercy killer. We should return in kind.;Awesome, I am sorry she did not live to see HIM arrested. She is a wonderful writer!;Ginger R.;1557265921
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R1II16FODHQ4NK;5;Intriguing book about a prolific rapist/murderer who kept law enforcement desperately searching for decades. Extremely satisfying that the killer was apprehended days after I started this book. It will be fascinating to see what details come out now that he is captured and what elements of the book and prior police work are confirmed.;So Sad She Didn’t Live To See The Killer Locked Up;Amazon Customer;1556835018
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R2CT47KUAMJCUK;5;Captivating read;A great read for any Californian;Catherine Wilson;1557206294
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R1P353GO8M1XYW;5;An amazing book. Be prepared to sit up for at least a few hours after you finish doing your own research.;Very well done;Emilee Richardson;1557216453
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R1TBCPP2ON6ZF2;4;This is so in depth and well written. I love getting the look into the mind of the writer, who was so tragically unable to finish the book herself. The fact that those around her honored her by finishing on her behalf is so powerful to me.The epilogue is so intensely and perfectly written.;A Must Read for True Crime Fans;B. Moore;1557154718
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;RJBLKYWLL7RIB;4;Solid investigation by an extraordinary writer.;I'll Be Gone in the Dark;Mombie;1556824737
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R3MJ7JFHKVN96P;5;great book;its good;charles;1557261731
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;RWRBDBGJA2BHR;5;Loved this book;Awesome;donnarn94;1556811405
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R24GJVFEF4N3NH;5;Absolutely couldn't put it down. Such incredible writing. The unusual circumstances in which this was published make this even more amazing. Wish I'd learned about this author and her dedication to true crime prior to her untimely passing.;The unusual circumstances in which this was published make this even more amazing. Wish I'd learned about this author and her ...;Kindle Customer;1556749560
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R3173ADOTOU6IY;5;I could not put this book down. She has been  shown to be right  in her conclusions. Science got him.;She is laughing with glee as the cell doors clank.;Marion Cooper;1556603297
62319795;I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer;R1NT6HGHWWUH3U;4;Excellent reading so far, about half way through.  I like books and movies based on historical facts, this hits the mark.  An incredible amount of research.;Excellent read!;Chuck Crutchfield;1556813449
62422510;Dear Boy,;R1V41JRD48BV2X;5;I want to get this book for every boy I know!;adorable;Lynn DeClemente Losavio;1556547319
62441302;The Fixer: Games People Play;R20DODCV7AB2UN;5;"The Fixer, by HelenKay Dimon, is book One of the Games People Play series and I loved it. I so can't wait to read the next book is this series.Wren, The Fixer, is strong, dangerous, dark and really awkward!Emery is a very strong, don't take no for an answer character.Together they fit each other, perfectly!I loved watching these two fall in love while trying to find out what happened to Emery's cousin, who disappeared years ago. They are both very believe characters with strength, faults and fears.";is book One of the Games People Play series and I loved it. I so can't wait to read the ...;RVAbooklover;1557197242
62441302;The Fixer: Games People Play;R3Q84HDM880BVU;5;I really enjoyed this book and I would recommend it along with the others after this one. Suspense, love, sex and great writing.;Great book;RVAbooklover;1557163354
62441302;The Fixer: Games People Play;RUP8APVSEQ19Z;5;"Lately I've read many books based simply on reviews because I did not know the authors and there didn't seem to be any new book options from my \go to authors\"". Really, \""slim pickings\"".";;;
62441302;The Fixer: Games People Play;R2T2TWGI1S2XCZ;5;"Did not know of this author and was so pleasantly surprised.The main characters were real and intriguing and kept me turning each page to see how they were developing.Would recommend this to any book lover of romance and mystery!!!";Great surprise!;RVAbooklover;1557192241
62441302;The Fixer: Games People Play;R15I7N9E7P9AB7;5;I had a hard time with the heroine of this story. I really liked Wren and his friends, but Emery was just plain annoying from the beginning. As much as she wanted answers you would think she would heed with caution. I'm looking forward to reading about Matthias.;I'm a Helenkay fan but...;RVAbooklover;1557186199
62441302;The Fixer: Games People Play;R2GDJLYYW60PJ8;5;"Did not know of this author and was so pleasantly surprised.The main characters were real and intriguing and kept me turning each page to see how they were developing.Would recommend this to any book lover of romance and mystery!!!";Great surprise!;RVAbooklover;1557194493
62441302;The Fixer: Games People Play;RM9APXY3FQFQ5;5;"The Fixer, by HelenKay Dimon, is book One of the Games People Play series and I loved it. I so can't wait to read the next book is this series.Wren, The Fixer, is strong, dangerous, dark and really awkward!Emery is a very strong, don't take no for an answer character.Together they fit each other, perfectly!I loved watching these two fall in love while trying to find out what happened to Emery's cousin, who disappeared years ago. They are both very believe characters with strength, faults and fears.";is book One of the Games People Play series and I loved it. I so can't wait to read the ...;RVAbooklover;1557197697
62441302;The Fixer: Games People Play;R2TZ5SP6YDGGUZ;5;I had a hard time with the heroine of this story. I really liked Wren and his friends, but Emery was just plain annoying from the beginning. As much as she wanted answers you would think she would heed with caution. I'm looking forward to reading about Matthias.;I'm a Helenkay fan but...;RVAbooklover;1557183790
62441302;The Fixer: Games People Play;R30974L9HBKFYB;5;I had a hard time with the heroine of this story. I really liked Wren and his friends, but Emery was just plain annoying from the beginning. As much as she wanted answers you would think she would heed with caution. I'm looking forward to reading about Matthias.;I'm a Helenkay fan but...;RVAbooklover;1557183883
62441302;The Fixer: Games People Play;R1TYWZZ1ROE3QR;5;"What I loved best about this book is the relationship between Wren and Emery. Wren has been isolated for so long he doesn't know how to be \normal\"" then he meets Emery and realizes what his life has been missing. Emery sees beneath Wren's shadowy persona to the man inside and how they interact is perfect. The Fixer has great suspense, mystery, well-written characters, and red-hot romance. It doesn't get much better than that!""";Great suspense, mystery, well-written characters, and red-hot romance!;RVAbooklover;1557202653
62441302;The Fixer: Games People Play;R2FACYYFBK1MOR;5;"The Fixer, by HelenKay Dimon, is book One of the Games People Play series and I loved it. I so can't wait to read the next book is this series.Wren, The Fixer, is strong, dangerous, dark and really awkward!Emery is a very strong, don't take no for an answer character.Together they fit each other, perfectly!I loved watching these two fall in love while trying to find out what happened to Emery's cousin, who disappeared years ago. They are both very believe characters with strength, faults and fears.";is book One of the Games People Play series and I loved it. I so can't wait to read the ...;RVAbooklover;1557195179
62441302;The Fixer: Games People Play;R3UX3XK468NF5O;5;I had a hard time with the heroine of this story. I really liked Wren and his friends, but Emery was just plain annoying from the beginning. As much as she wanted answers you would think she would heed with caution. I'm looking forward to reading about Matthias.;I'm a Helenkay fan but...;RVAbooklover;1557184478
62441302;The Fixer: Games People Play;R165QVMOFW1PD1;5;"Lately I've read many books based simply on reviews because I did not know the authors and there didn't seem to be any new book options from my \go to authors\"". Really, \""slim pickings\"".";;;
62441302;The Fixer: Games People Play;R16SZ2F5VH3BV5;5;"The Fixer, by HelenKay Dimon, is book One of the Games People Play series and I loved it. I so can't wait to read the next book is this series.Wren, The Fixer, is strong, dangerous, dark and really awkward!Emery is a very strong, don't take no for an answer character.Together they fit each other, perfectly!I loved watching these two fall in love while trying to find out what happened to Emery's cousin, who disappeared years ago. They are both very believe characters with strength, faults and fears.";is book One of the Games People Play series and I loved it. I so can't wait to read the ...;RVAbooklover;1557195067
62441302;The Fixer: Games People Play;R23KSED1O1FAQ8;5;I had a hard time with the heroine of this story. I really liked Wren and his friends, but Emery was just plain annoying from the beginning. As much as she wanted answers you would think she would heed with caution. I'm looking forward to reading about Matthias.;I'm a Helenkay fan but...;RVAbooklover;1557185719
62441302;The Fixer: Games People Play;R4NOBME24VVPO;5;"Did not know of this author and was so pleasantly surprised.The main characters were real and intriguing and kept me turning each page to see how they were developing.Would recommend this to any book lover of romance and mystery!!!";Great surprise!;RVAbooklover;1557193899
62441302;The Fixer: Games People Play;R1BDUXSL1XZ20Z;5;"Did not know of this author and was so pleasantly surprised.The main characters were real and intriguing and kept me turning each page to see how they were developing.Would recommend this to any book lover of romance and mystery!!!";Great surprise!;RVAbooklover;1557190949
62441302;The Fixer: Games People Play;R7F9G1PNTO5YE;5;"The Fixer, by HelenKay Dimon, is book One of the Games People Play series and I loved it. I so can't wait to read the next book is this series.Wren, The Fixer, is strong, dangerous, dark and really awkward!Emery is a very strong, don't take no for an answer character.Together they fit each other, perfectly!I loved watching these two fall in love while trying to find out what happened to Emery's cousin, who disappeared years ago. They are both very believe characters with strength, faults and fears.";is book One of the Games People Play series and I loved it. I so can't wait to read the ...;RVAbooklover;1557197562
62441302;The Fixer: Games People Play;R1SDH2YO3UFK8X;5;"What I loved best about this book is the relationship between Wren and Emery. Wren has been isolated for so long he doesn't know how to be \normal\"" then he meets Emery and realizes what his life has been missing. Emery sees beneath Wren's shadowy persona to the man inside and how they interact is perfect. The Fixer has great suspense, mystery, well-written characters, and red-hot romance. It doesn't get much better than that!""";Great suspense, mystery, well-written characters, and red-hot romance!;RVAbooklover;1557200298
62441302;The Fixer: Games People Play;REZC1QZQ85PJ7;5;"Did not know of this author and was so pleasantly surprised.The main characters were real and intriguing and kept me turning each page to see how they were developing.Would recommend this to any book lover of romance and mystery!!!";Great surprise!;RVAbooklover;1557190517
62441302;The Fixer: Games People Play;R1JEO2KCRPG6OK;5;I had a hard time with the heroine of this story. I really liked Wren and his friends, but Emery was just plain annoying from the beginning. As much as she wanted answers you would think she would heed with caution. I'm looking forward to reading about Matthias.;I'm a Helenkay fan but...;RVAbooklover;1557185637
62441302;The Fixer: Games People Play;RSJ4KF8WY3JL4;5;"The Fixer, by HelenKay Dimon, is book One of the Games People Play series and I loved it. I so can't wait to read the next book is this series.Wren, The Fixer, is strong, dangerous, dark and really awkward!Emery is a very strong, don't take no for an answer character.Together they fit each other, perfectly!I loved watching these two fall in love while trying to find out what happened to Emery's cousin, who disappeared years ago. They are both very believe characters with strength, faults and fears.";is book One of the Games People Play series and I loved it. I so can't wait to read the ...;RVAbooklover;1557197126
62441302;The Fixer: Games People Play;R9E0OPNELKNPB;5;I had a hard time with the heroine of this story. I really liked Wren and his friends, but Emery was just plain annoying from the beginning. As much as she wanted answers you would think she would heed with caution. I'm looking forward to reading about Matthias.;I'm a Helenkay fan but...;RVAbooklover;1557187866
